DistrictName,TehsilName,UCName,VisitDate,RefCode,SchoolName,SchoolMauza,SchoolAddress,PhoneNumber,TotalAreaKanal,TotalAreaMarla,GPS_North,GPS_East,EstablishmentYear,SchoolLocation,SchoolLevel,SchoolGender,RegistrationStatus,RegistrationNo,BISEAffiliated,BISEName,SchoolCategory,School Category,MediumOfInstruction,NoOfClassRooms,Fac_DrinkingWater,Fac_BoundaryWall,Fac_Electricity,Fac_Toilet,Fac_StaffRoom,Fac_PlayGround,Fac_UPSGenerator,Fac_MultipurposeHall,Fac_OfficeComputer,Fac_ComputerLab,Fac_ScienceLab,Fac_Library,Fac_Transport,Fac_Hostel,BuildingOwnership,Enrolment_PN_Boys,Enrolment_PN_Girls,Enrolment_NU_Boys,Enrolment_NU_Girls,Enrolment_PR_Boys,Enrolment_PR_Girls,Enrolment_01_Boys,Enrolment_01_Girls,Enrolment_02_Boys,Enrolment_02_Girls,Enrolment_03_Boys,Enrolment_03_Girls,Enrolment_04_Boys,Enrolment_04_Girls,Enrolment_05_Boys,Enrolment_05_Girls,Enrolment_06_Boys,Enrolment_06_Girls,Enrolment_07_Boys,Enrolment_07_Girls,Enrolment_08_Boys,Enrolment_08_Girls,Enrolment_09S_Boys,Enrolment_09A_Boys,Enrolment_09S_Girls,Enrolment_09A_Girls,Enrolment_10S_Boys,Enrolment_10A_Boys,Enrolment_10S_Girls,Enrolment_10A_Girls,Enrolment_11S_Boys,Enrolment_11A_Boys,Enrolment_11S_Girls,Enrolment_11A_Girls,Enrolment_12S_Boys,Enrolment_12A_Boys,Enrolment_12S_Girls,Enrolment_12A_Girls,Enrolment_OLS_Boys,Enrolment_OLA_Boys,Enrolment_OLS_Girls,Enrolment_OLA_Girls,Enrolment_ALS_Boys,Enrolment_ALA_Boys,Enrolment_ALS_Girls,Enrolment_ALA_Girls,TeachingStaffMale,TeachingStaffFemale,NonTeachingStaffMale,NonTeachingStaffFemale,MultiGradeClassesClubbed,TextBooksUsed,TextBooksOtherName,Teachers_FAFSC_Male,Teachers_FAFSC_Female,Teachers_BABSC_Male,Teachers_BABSC_Female,Teachers_MAMSC_Male,Teachers_MAMSC_Female,EnumeratorID,EnumeratorName
LODHRAN,LODHRAN,HAVELI NASEER KHAN,24-Oct-16,36690477,NFBE BASTI KUMHARAN,KOTHA ULTERA,BASTI KAM HARAN,03086316904,,10,29.51938269,71.79427865,2014,Rural,Primary,Both,NotRegistered,,No,,16,Non Formal Basic Education (NFBE),Urdu,1,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Owned,,,14,6,,,4,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,NUR & 1-2,PCTB,,,1,,,,,366124,Gulzar Hussain
LODHRAN,LODHRAN,HAVELI NASEER KHAN,24-Oct-16,36690478,NFBE SCHOOL  - CHUTTI,CHUTTI,Basti Bhata Ameer Wala ,03027786463,,3,29.51669715,71.78468099,2015,Rural,Primary,Both,NotRegistered,,No,,16,Non Formal Basic Education (NFBE),Urdu,1,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Owned,,,12,13,,,1,5,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,All Classes,PCTB,,,1,,,,,366124,Gulzar Hussain
LODHRAN,LODHRAN,HAVELI NASEER KHAN,24-Oct-16,36690481,BECS HAVELI NASEER KHAN,HAVELI NASEER KHAN,Basti Roshan Shah Wala,03016334751,,5,29.52943849,71.76849989,2012,Rural,Primary,Girls,NotRegistered,,No,,18,BECS (Federal Government),Urdu,1,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Owned,,,7,12,,,3,2,,5,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,All Classes,PCTB,,,1,,,,,366124,Gulzar Hussain
LODHRAN,LODHRAN,HAVELI NASEER KHAN,24-Oct-16,36690482,NFBE SCHOOL   - HAVELI NASEER KHAN,HAVELI NASEER KHAN,Basti Roshan Shah Wala,03048632112,,7,29.52983458,71.76986867,2008,Rural,Primary,Both,NotRegistered,,No,,16,Non Formal Basic Education (NFBE),Urdu,1,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Owned,8,7,,,,,2,3,4,1,2,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,All classes,PCTB,,,,,1,,,366124,Gulzar Hussain
LODHRAN,LODHRAN,HAVELI NASEER KHAN,24-Oct-16,36690483,AL-MUZAMAL PUBLIC SCHOOL,HAVELI NASEER KHAN,Basti Masoor Wala,03088061861,,10,29.52990032,71.76994633,2013,Rural,Primary,Both,NotRegistered,,No,,22,Private Un-Registered,Urdu,8,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Rented,,,30,4,10,,4,5,7,5,2,2,10,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,"(3,4)",PCTB,,2,1,1,,,,366124,Gulzar Hussain
LODHRAN,LODHRAN,HAVELI NASEER KHAN,24-Oct-16,36690467,NFBE SCHOOL  - KOTHA UTTERA,KOTHA UTTERA,Basti Bagh Shah,03009744656,,3,29.5576589,71.7430727,2016,Rural,Primary,Both,NotRegistered,,No,,16,Non Formal Basic Education (NFBE),Urdu,1,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Owned,,,17,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,PCTB,,,1,,,,,366124,Gulzar Hussain
LODHRAN,LODHRAN,HAVELI NASEER KHAN,24-Oct-16,36690474,NFBE SCHOOL  - KOTHA UTTERA,KOTHA UTTERA, Basti Dorta,03076906939,,5,29.5576589,71.7430727,2014,Rural,Primary,Both,NotRegistered,,No,,16,Non Formal Basic Education (NFBE),Urdu,1,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Owned,,,9,7,,,2,6,3,,,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,All Classes,PCTB,,,,,1,,,366124,Gulzar Hussain
LODHRAN,LODHRAN,THATHI SAMEJA,25-Oct-16,36690485,BECS KHAN PUR,KHAN PUR,Doltana Wala Khan Pur,03078284442,,1,29.55691318,71.72168157,2014,Rural,Primary,Both,Registered,15-271,No,,18,BECS (Federal Government),Mixed,1,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Owned,,,3,5,,,2,3,4,2,1,3,,2,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,PCTB,All Classes,,1,,,,,366124,Gulzar Hussain
LODHRAN,LODHRAN,THATHI SAMEJA,26-Oct-16,36690624,BECS THATHI SAMAJA,THATHI SAMAJA,Chah Hafiz Wala,03027184240,,3,29.5900394,71.6245043,2014,Rural,Primary,Both,Registered,129-15,No,,18,BECS (Federal Government),Urdu,1,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Owned,,,5,4,1,3,4,3,,4,1,3,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"(1,5)",PCTB,,,,,,,1,366124,Gulzar Hussain
LODHRAN,LODHRAN,THATHI SAMEJA,26-Oct-16,36690629,BECS THATHI SAMEJA,THATHI SAMEJA,BASTI THATHI SAMEJA,03065033801,,2,29.5878769,71.6289545,2011,Rural,Primary,Girls,Registered,15-190/111-15-190,No,,18,BECS (Federal Government),Urdu,1,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Owned,6,5,,,4,1,1,4,1,1,1,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,pre & 1-5,PCTB,,,1,,,,,366124,Gulzar Hussain
LODHRAN,LODHRAN,THATHI SAMEJA,26-Oct-16,36690630,PUNJAB WORK PLACE LITERACY SCHOOL THAT BY SSMAJ,THATHI SAMAJA,Basti Samaja,03022040892,,5,29.5878769,71.6289545,2014,Rural,Primary,Girls,NotRegistered,,No,,22,Private Un-Registered,Mixed,1,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Owned,,,7,2,,,6,4,2,5,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,All classes,PCTB,,,1,,,,,366124,Gulzar Hussain
LODHRAN,LODHRAN,KAMAL PUR JATYAL,28-Oct-16,36690634,PUNJAB WORK PLACE LITERACY SCHOOL ADA NIZAM ABAD,RULRANPUR,ADA NIZAM ABAD,03437424814,,2,29.5306171,71.6345172,2015,Rural,Primary,Both,NotRegistered,,No,,33,Other,Urdu,1,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Owned,,,4,17,,,5,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,N & 1-2,PCTB,,,,,1,,,366124,Gulzar Hussain
LODHRAN,LODHRAN,KAMAL PUR JATYAL,17-Dec-16,36691106,PUNJAB WORK PLACE LITERACY PROJECT,RUKAN PUR,ADDA NAZAM ABAD,NA,,5,29.5882266,71.6289545,2015,Rural,Primary,Both,NotRegistered,,No,,16,Non Formal Basic Education (NFBE),Urdu,1,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Owned,,,12,3,,,4,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"NUR,1,2",PCTB,,,,,,,1,366121,Javaid Iqbal
LODHRAN,LODHRAN,KAMAL PUR JATYAL,26-Oct-16,36690623,BECS DOHRAY WALA,DOHRAY WALA,BASTI ALI WALA,03077721082,,10,29.541403,71.6319677,2016,Rural,Primary,Both,NotRegistered,,No,,18,BECS (Federal Government),Urdu,1,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Owned,,,9,18,,,4,3,2,3,1,4,,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,NUR & 1-5,PCTB,,,1,,,,,366124,Gulzar Hussain
LODHRAN,KAROR PACCA,NASREE-DE-WAHIN,20-Oct-16,36690042,NFBE - PAI WAGGNA,PAI WAGGNA,Piple Wala,03045299429,,10,29.5257653,71.8102501,2011,Rural,Primary,Both,UnderProcess,,No,,16,Non Formal Basic Education (NFBE),Mixed,2,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Others,,,1,5,2,3,3,4,5,4,5,9,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"(nursery,prep) & (3,4)",PCTB,,,1,,,,,366221,Zunurain
LODHRAN,KAROR PACCA,NASREE-DE-WAHIN,26-Oct-16,36690566,NFBE - PAI WAGNA,PAI WAGNA,Basti Tibbi Kanju,03068390514,,10,29.61816333,71.90899167,2013,Rural,Primary,Both,NotRegistered,,No,,16,Non Formal Basic Education (NFBE),Mixed,1,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Owned,,,6,3,,,1,1,6,3,3,1,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,All classes,PCTB,,,,,1,,,366221,Zunurain
LODHRAN,KAROR PACCA,NASREE-DE-WAHIN,26-Oct-16,36690567,NFBE - PAI WAGNA,PAI WAGNA,Basti Tibbi Kanju,03027803181,,10,29.618685,71.908775,2011,Rural,Primary,Both,NotRegistered,,No,,16,Non Formal Basic Education (NFBE),Mixed,1,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Owned,,,1,1,,,5,4,3,4,4,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,All Classes,PCTB,,,,,1,,,366221,Zunurain
LODHRAN,KAROR PACCA,NASREE-DE-WAHIN,26-Oct-16,36690568,NFBE - NAGNI,NAGNI,Basti Nagni,03027419647,,10,29.61789667,71.909255,2011,Rural,Primary,Both,NotRegistered,,No,,16,Non Formal Basic Education (NFBE),Mixed,1,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Owned,,,6,8,,,6,2,,1,1,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,All Classes,PCTB,,,,,1,,,366221,Zunurain
LODHRAN,KAROR PACCA,NASREE-DE-WAHIN,26-Oct-16,36690569,NFBE - NAGNI,NAGNI,Basti Kharlan Wla,03447008329,,5,29.61809333,71.90906833,2011,Rural,Primary,Both,NotRegistered,,No,,16,Non Formal Basic Education (NFBE),Mixed,1,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Owned,,,5,9,,,4,3,4,7,4,2,1,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,All Classes,PCTB,,,,,,,1,366221,Zunurain
LODHRAN,KAROR PACCA,DHANOT,22-Oct-16,36690198,BECS DHANOTE,DHANOTE,Bhatta Dimbhari,03027516634,,10,29.5756507,71.7420949,2012,Rural,Primary,Both,NotRegistered,,No,,18,BECS (Federal Government),Urdu,4,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Owned,,,14,8,5,2,1,1,1,8,1,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,PCTB,,,,,1,,,366221,Zunurain
LODHRAN,KAROR PACCA,DHANOT,10-Dec-16,36691067,BASIC EDUCATION COMMUNITY CENTER,DHORI WALA,BASTI DHORI WALA,03088301110,,5,29.5672214,71.7642869,2015,Rural,Primary,Both,NotRegistered,,No,,18,BECS (Federal Government),Mixed,1,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Owned,,,6,6,3,3,1,3,1,1,4,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,NUR-4,PCTB,,,1,,,,,366223,Muhammad Hamzah
LODHRAN,KAROR PACCA,DHANOT,10-Dec-16,36691066,BECS,DHANOT,BASTI DHORI WALA,03017731121,,7,29.5726801,71.7583557,2015,Rural,Primary,Both,NotRegistered,,No,,18,BECS (Federal Government),Mixed,1,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Rented,,,5,5,,,4,5,,2,4,3,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,NUR & 1-5,PCTB,,,1,,,,,366223,Muhammad Hamzah
LODHRAN,KAROR PACCA,DHANOT,10-Dec-16,36691065,BECS,DHANOT,MOZA DHANOT,03067327243,,5,29.5843471,71.761692,2016,Rural,Primary,Both,NotRegistered,,No,,18,BECS (Federal Government),Urdu,1,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Owned,,,16,10,,,6,4,4,1,1,4,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,NUR & 1-5,PCTB,,,,,,,1,366223,Muhammad Hamzah
LODHRAN,KAROR PACCA,DHANOT,10-Dec-16,36691072,BECS 15-163,DHANOT,MOHALLA MUGHALPURA,03458772772,,5,29.5771934,71.7457515,2006,Rural,Primary,Both,NotRegistered,,No,,18,BECS (Federal Government),Urdu,1,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Owned,,,1,6,,,3,11,4,2,4,2,4,3,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,NUR & 1-5,PCTB,,,,,,,1,366223,Muhammad Hamzah
LODHRAN,KAROR PACCA,DHANOT,10-Dec-16,36691071,BECS 15-147,DHANOT,RIAZ ABAD COLONY,03047080990,,5,29.5770363,71.7430129,2013,Rural,Primary,Both,NotRegistered,,No,,18,BECS (Federal Government),Urdu,1,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Owned,,,11,8,,,6,4,2,,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,NUR & 1-4,PCTB,,,1,,,,,366223,Muhammad Hamzah
LODHRAN,KAROR PACCA,DHANOT,10-Dec-16,36691070,FUNCTIONAL LITERACYCENTER,DHANOT,BASTI SANTO WALA,03458775054,,5,29.5843471,71.761692,2015,Rural,Primary,Both,NotRegistered,,No,,16,Non Formal Basic Education (NFBE),Urdu,1,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Owned,,,7,4,,,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"NUR,1",PCTB,,,1,,,,,366223,Muhammad Hamzah
LODHRAN,KAROR PACCA,DHANOT,10-Dec-16,36691069,NFBE,DHANOT,BASTI SANTO WALA,03458775054,,5,29.5843471,71.761692,2014,Rural,Primary,Both,NotRegistered,,No,,16,Non Formal Basic Education (NFBE),Urdu,1,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Owned,,,7,8,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"NUR,1",PCTB,,,1,,,,,366223,Muhammad Hamzah
LODHRAN,KAROR PACCA,DHANOT,10-Dec-16,36691068,BECS,DHANOT,BASTI SANTO WALA,03078665464,,4,29.5856588,71.7635455,2015,Rural,Primary,Both,NotRegistered,,No,,18,BECS (Federal Government),Mixed,1,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Owned,,,8,10,,,2,3,1,1,3,,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,NUR & 1-5,PCTB,,,1,,,,,366223,Muhammad Hamzah
LODHRAN,KAROR PACCA,DHANOT,10-Dec-16,36691073,BECS 15-130,DHANOT,5 MARLA SCHEME,03146339714,,7,29.5789766,71.7361127,2007,Rural,Primary,Both,NotRegistered,,No,,18,BECS (Federal Government),Urdu,1,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Owned,,,7,5,,,2,4,4,,2,3,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,NUR & 1-5,PCTB,,,1,,,,,366223,Muhammad Hamzah
LODHRAN,KAROR PACCA,DHANOT,10-Dec-16,36691074,BECS 15-133,DHANOT,5 MARLA SCHEME,03087352953,,5,29.5797991,71.7394492,2004,Rural,Primary,Both,NotRegistered,,No,,18,BECS (Federal Government),Urdu,1,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Owned,,,8,6,,,2,2,1,1,1,4,,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,NUR & 1-5,PCTB,,,,,1,,,366223,Muhammad Hamzah
LODHRAN,KAROR PACCA,DHANOT,10-Dec-16,36691075,BECS 15-134,DHANOT,5 MARLA SCHEME,03075532250,,3,29.5797991,71.7394492,2004,Rural,Primary,Both,NotRegistered,,No,,18,BECS (Federal Government),Urdu,1,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Owned,,,10,10,,,4,5,2,5,2,4,3,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,NUR & 1-5,PCTB,,,,,1,,,366223,Muhammad Hamzah
LODHRAN,KAROR PACCA,DHANOT,10-Dec-16,36691077,BECS 15-145,DHANOT,KHURSHEED COLONY,03086431662,,7,29.5838393,71.7413025,2002,Rural,Primary,Both,NotRegistered,,No,,18,BECS (Federal Government),Urdu,1,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Owned,,,8,13,,,,4,3,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,NUR & 1-4,PCTB,,,1,,,,,366223,Muhammad Hamzah
LODHRAN,KAROR PACCA,DHANOT,10-Dec-16,36691076,BECS 15-131,DHANOT,MOHALLA SEERANI,03088156377,,10,29.5632165,71.7557607,2004,Rural,Primary,Both,NotRegistered,,No,,18,BECS (Federal Government),Urdu,1,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Owned,,,7,3,,,2,3,8,1,1,,,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,NUR & 1-5,PCTB,,,1,,,,,366223,Muhammad Hamzah
LODHRAN,KAROR PACCA,DHANOT,10-Dec-16,36691078,BECS 15-152,DHANOT,BASTI MUNDHI WALE,03067741589,,5,29.5797991,71.7394492,2006,Rural,Primary,Both,NotRegistered,,No,,18,BECS (Federal Government),Urdu,1,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Owned,,,2,5,4,7,1,4,2,1,1,5,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,NUR & 1-5,PCTB,,,1,,,,,366223,Muhammad Hamzah
LODHRAN,KAROR PACCA,ALI PUR KANJU,13-Dec-16,36691085,NFBE SIBGHA MAJEED,PAKKA,GULSHAN-E-MUSTAFA COLONY,03007810529,,1,29.6238576,71.9054912,2016,Rural,Primary,Both,NotRegistered,,No,,16,Non Formal Basic Education (NFBE),Urdu,1,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Owned,,,2,4,2,2,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,NUR-2,PCTB,,,,,1,,,366224,Hafeez ur Rehman
LODHRAN,KAROR PACCA,ALI PUR KANJU,10-Dec-16,36691060,BECS,KEHROR PACCA,JOYO TOWN KEHROR PACCA,03006351597,,5,29.621706,71.9051207,2004,Urban,Primary,Both,Registered,15-143,No,,30,National Education Foundation (NEF),Urdu,1,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Owned,,,4,4,7,3,7,5,2,2,4,2,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,NUR - 5,PCTB,,,1,,,,,366223,Muhammad Hamzah
LODHRAN,KAROR PACCA,ALI PUR KANJU,21-Oct-16,36690079,FAIZ E AAM PUBLIC SCHOOLS,GOHAR WALA,BHADAM WALA KAPAHI,03407780314,,6,29.6180785,71.9089754,2008,Rural,Primary,Both,Registered,04325,No,,31,Punjab Education Foundation (PEF),Urdu,1,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,Rent Free,,,,9,,8,,5,1,7,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1-5,PCTB,,,,,,,1,366221,Zunurain
LODHRAN,KAROR PACCA,AMEER PUR SADAT,10-Dec-16,36691061,BECS,MAKHAN KOT,BASTI MAKHAN KOT NARMGAN,03064853568,,5,29.6220559,71.9051207,2005,Rural,Primary,Both,Registered,15-151,No,,30,National Education Foundation (NEF),Urdu,1,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Owned,,,6,10,,,3,3,3,3,,3,2,,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,NUR & 1-5,PCTB,,,1,,,,,366223,Muhammad Hamzah
LODHRAN,KAROR PACCA,AMEER PUR SADAT,17-Dec-16,36691105,NFBE AMEER PUR SADAT,AMEER PUR SADAT,NEW BASTI,03477215312,,10,29.6581766,71.8395339,2015,Rural,Primary,Both,NotRegistered,,No,,16,Non Formal Basic Education (NFBE),Urdu,1,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Owned,,,12,11,,,2,2,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,NUR & 1-3,PCTB,,,,,,,1,366223,Muhammad Hamzah
LODHRAN,KAROR PACCA,AMEER PUR SADAT,17-Dec-16,36691104,NFBE AMEER PUR SADAT,AMEER PUR SADAT,WAGAN WALI BHAINI,03065323491,,5,29.6590695,71.839201,2016,Rural,Primary,Both,NotRegistered,,No,,16,Non Formal Basic Education (NFBE),Urdu,1,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Owned,,,7,9,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"NUR,1",PCTB,,,1,,,,,366223,Muhammad Hamzah
LODHRAN,KAROR PACCA,AMEER PUR SADAT,17-Dec-16,36691102,BECS AMEER PUR SADAT,AMEER PUR SADAT,NEAR HIGH SCHOOL,03337631544,,3,29.6589206,71.8393303,2012,Rural,Primary,Both,NotRegistered,,No,,18,BECS (Federal Government),Urdu,1,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Owned,,,3,3,,,3,3,3,3,2,4,3,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,NUR & 1-5,PCTB,,,1,,,,,366223,Muhammad Hamzah
LODHRAN,KAROR PACCA,AMEER PUR SADAT,17-Dec-16,36691103,BECS WAGAN WALI BHAINI,AMEER PUR SADAT,WAGAN WALI BHAINI,03039404689,,5,29.6590653,71.8392232,2002,Rural,Primary,Both,NotRegistered,,No,,18,BECS (Federal Government),Urdu,1,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Rent Free,,,5,5,,,3,2,6,2,,3,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,NUR & 1-5,PCTB,,,,,1,,,366223,Muhammad Hamzah
LODHRAN,KAROR PACCA,AMEER PUR SADAT,17-Dec-16,36691098,NFBE AMEER PUR SADAT,AMEER PUR SADAT,OPP GOVT HIGH SCHOOL,03017761427,,5,29.6587234,71.8392123,2015,Rural,Primary,Both,NotRegistered,,No,,16,Non Formal Basic Education (NFBE),Urdu,1,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Owned,,,11,16,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"NUR,2,3",PCTB,,,,,1,,,366223,Muhammad Hamzah
LODHRAN,KAROR PACCA,AMEER PUR SADAT,17-Dec-16,36691099,NFBE AMEER PUR SADAT,AMEER PUR SADAT,MOZA AMEER PUR SADAT,03066317504,,5,29.6590727,71.8394832,2015,Rural,Primary,Both,NotRegistered,,No,,16,Non Formal Basic Education (NFBE),Mixed,1,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Rented,,,1,10,,,,7,,9,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,NUR & 1-3,PCTB,,,,,1,,,366223,Muhammad Hamzah
LODHRAN,KAROR PACCA,AMEER PUR SADAT,17-Dec-16,36691100,PUNJAB WORK PLACE LITERACY PROJECT NFBE BHATTA SHAH WALA,AMEER PUR SADAT,BHATTA SHAH WALA,03063544441,,3,29.659152,71.8391998,2015,Rural,Primary,Both,NotRegistered,,No,,16,Non Formal Basic Education (NFBE),Urdu,1,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Rent Free,,,12,16,,,,7,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,NUR & 1-3,PCTB,,,,,1,,,366223,Muhammad Hamzah
LODHRAN,KAROR PACCA,AMEER PUR SADAT,17-Dec-16,36691101,NFBE NEW BASTI,AMEER PUR SADAT,NEW BASTI,03477206825,,7,29.6591608,71.8393959,2015,Rural,Primary,Both,NotRegistered,,No,,16,Non Formal Basic Education (NFBE),Urdu,1,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Owned,,,10,10,,,5,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"NUR,1,2",PCTB,,,1,,,,,366223,Muhammad Hamzah
